ItemIndex,Id,CategoryIdx,ColorIdx,GraphicIdx,NormPrice
17036,572546001,118,20,9,0.0
17037,572546008,118,20,1,0.0
17038,572546009,118,2,22,0.0
17039,572573001,34,30,0,0.0
17040,572573002,34,5,25,0.0
17041,572573003,34,30,25,0.0
17042,572573006,34,16,25,0.0
17043,572582002,17,1,5,0.0
17044,572582003,17,2,5,0.0
17045,572582006,17,11,25,0.0
17046,572582007,17,5,25,0.0
17047,572582008,17,1,25,0.0
17048,572582009,17,47,25,0.0
17049,572582012,17,1,29,0.0
17050,572604001,75,5,25,0.0
17051,572611001,65,1,25,0.0
17052,572611002,65,2,25,0.0
17053,572674001,123,5,26,0.0
17054,572691001,127,17,10,0.0
17055,572691002,127,5,10,0.0
17056,572791006,110,7,26,0.0
17057,572791007,110,22,26,0.0
17058,572796010,110,1,25,0.0
17059,572796011,110,16,25,0.0
17060,572796012,110,7,26,0.0
17061,572796013,110,5,8,0.0
17062,572796014,110,17,15,0.0
17063,572797001,127,1,25,0.0
17064,572797002,127,47,25,0.0
17065,572797003,127,20,25,0.0
17066,572797005,127,17,15,0.0
17067,572797008,127,24,25,0.0
17068,572797009,127,17,15,0.0
17069,572797010,127,5,15,0.0
17070,572797011,127,11,15,0.0
17071,572797012,127,42,25,0.0
17072,572797031,127,20,25,0.0
17073,572797032,127,5,26,0.0
17074,572797033,127,24,25,0.0
17075,572797035,127,16,25,0.0
17076,572797037,127,42,25,0.0
17077,572797039,127,5,25,0.0
17078,572797040,127,23,25,0.0
17079,572797041,127,22,15,0.0
17080,572797043,127,16,25,0.0
17081,572797044,127,23,25,0.0
17082,572797046,127,28,25,0.0
17083,572797047,127,24,25,0.0
17084,572797048,127,13,25,0.0
17085,572797049,127,17,15,0.0
17086,572797050,127,16,25,0.0
17087,572797056,127,16,25,0.0
17088,572799001,127,1,25,0.0
17089,572799002,127,47,25,0.0
17090,572799007,127,16,25,0.0
17091,572799008,127,5,25,0.0
17092,572804001,92,1,0,0.0
17093,572810001,105,49,15,0.0
17094,572810002,105,2,25,0.0
17095,572820001,34,23,0,0.0
17096,572829001,12,1,25,0.0
17097,572836001,34,5,25,0.0
17098,572845002,34,1,18,0.0
17099,572852001,92,5,25,0.0
17100,572854001,91,1,25,0.0
17101,572857001,127,47,0,0.0
17102,572857003,127,1,0,0.0
17103,572858002,110,22,10,0.0
17104,572859001,123,40,25,0.0
17105,572859004,123,9,25,0.0
17106,572860001,123,1,25,0.0
17107,572904001,105,1,11,0.0
17108,572923001,65,1,25,0.0
17109,572928001,65,1,25,0.0
17110,572930001,92,1,25,0.0
17111,572931001,65,1,5,0.0
17112,572931002,65,5,5,0.0
17113,572931003,65,7,5,0.0
17114,572938001,65,1,25,0.0
17115,572938002,65,10,25,0.0
17116,572942001,118,20,25,0.0
17117,572942002,118,1,25,0.0
17118,572954005,99,28,25,0.0
17119,572955001,65,1,25,0.0
17120,572955002,65,6,5,0.0
17121,572955003,65,1,22,0.0
17122,572955004,65,1,25,0.0
17123,572955006,65,5,0,0.0
17124,572955008,65,27,0,0.0
17125,572955010,65,1,22,0.0
17126,572955012,65,5,5,0.0
17127,572955016,65,1,22,0.0
17128,572957001,65,1,25,0.0
17129,572957002,65,1,15,0.0
17130,572957003,65,1,0,0.0
17131,572957005,65,1,25,0.0
17132,572957007,65,35,0,0.0
17133,572957009,65,1,0,0.0
17134,572957011,65,1,22,0.0
17135,572957012,65,5,0,0.0
17136,572957013,65,1,22,0.0
17137,572957016,65,1,25,0.0
17138,572957017,65,1,22,0.0
17139,572957022,65,7,22,0.0
17140,572957023,65,1,25,0.0
17141,572957024,65,30,22,0.0
17142,572958001,34,1,0,0.0
17143,572959001,65,1,25,0.0
17144,572990001,118,2,0,0.0
17145,572998001,118,2,25,0.0
17146,572998002,118,7,25,0.0
17147,572998003,118,2,25,0.0
17148,572998004,118,1,25,0.0
17149,572998005,118,2,7,0.0
17150,572998006,118,2,7,0.0
17151,572998007,118,7,7,0.0
17152,572998009,118,20,7,0.0
17153,572998012,118,29,7,0.0
17154,572998013,118,2,7,0.0
17155,572998016,118,20,7,0.0
17156,572998017,118,1,7,0.0
17157,573013002,84,47,25,0.0
17158,573017003,34,42,26,0.0
17159,573017004,34,2,26,0.0
17160,573038001,34,5,25,0.0
17161,573042003,60,6,0,0.0
17162,573054002,113,5,14,0.0
17163,573059001,34,40,14,0.0
17164,573059002,34,1,14,0.0
17165,573059003,34,11,14,0.0
17166,573071001,113,42,0,0.0
17167,573085001,118,1,25,0.0
17168,573085004,118,2,7,0.0
17169,573085005,118,5,7,0.0
17170,573085010,118,2,7,0.0
17171,573085014,118,7,7,0.0
17172,573085019,118,5,7,0.0
17173,573085020,118,1,28,0.0
17174,573085027,118,7,7,0.0
17175,573085028,118,1,25,0.0
17176,573085029,118,31,7,0.0
17177,573085030,118,5,7,0.0
17178,573085033,118,2,7,0.0
17179,573085034,118,7,7,0.0
17180,573085038,118,2,7,0.0
17181,573085039,118,7,7,0.0
17182,573085040,118,5,7,0.0
17183,573085042,118,7,7,0.0
17184,573085043,118,2,7,0.0
17185,573085044,118,20,7,0.0
17186,573085045,118,2,7,0.0
17187,573085047,118,2,7,0.0
17188,573085052,118,5,7,0.0
17189,573085054,118,2,7,0.0
17190,573085055,118,17,7,0.0
17191,573085057,118,1,7,0.0
17192,573085059,118,20,7,0.0
17193,573086001,34,1,25,0.0
17194,573094001,34,42,0,0.0
17195,573096001,34,42,0,0.0
17196,573097001,118,2,7,0.0
17197,573100001,113,1,25,0.0
17198,573149001,17,1,25,0.0
17199,573149002,17,16,25,0.0
17200,573149004,17,24,25,0.0
17201,573149005,17,39,25,0.0
17202,573149006,17,12,0,0.0
17203,573150001,17,1,25,0.0
17204,573152003,110,9,25,0.0
17205,573152006,110,47,10,0.0
17206,573152007,110,1,15,0.0
17207,573152008,110,45,15,0.0
17208,573152009,110,12,15,0.0
17209,573152011,110,40,15,0.0
17210,573152014,110,34,15,0.0
17211,573152016,110,20,15,0.0
17212,573152021,110,6,15,0.0
17213,573152022,110,24,15,0.0
17214,573152023,110,1,15,0.0
17215,573152024,110,9,15,0.0
17216,573152025,110,1,15,0.0
17217,573152031,110,24,15,0.0
17218,573152032,110,1,15,0.0
17219,573190002,5,23,25,0.0
17220,573200002,105,24,25,0.0
17221,573211001,5,21,25,0.0
17222,573212001,5,28,25,0.0
17223,573217002,5,8,25,0.0
17224,573230001,25,25,25,0.0
17225,573230004,25,24,25,0.0
17226,573231003,113,41,0,0.0
17227,573234001,5,4,25,0.0
17228,573235001,105,29,17,0.0
17229,573237001,110,47,25,0.0
17230,573237002,110,1,25,0.0
17231,573237003,110,21,25,0.0
17232,573237004,110,35,25,0.0
17233,573241001,34,1,0,0.0
17234,573243001,34,25,0,0.0
17235,573259002,12,1,25,0.0
17236,573282004,110,5,25,0.0
17237,573282010,110,1,25,0.0
17238,573282011,110,47,25,0.0
17239,573282012,110,42,25,0.0
17240,573282015,110,20,25,0.0
17241,573282019,110,15,25,0.0
17242,573282021,110,11,25,0.0
17243,573282024,110,42,26,0.0
17244,573282030,110,5,26,0.0
17245,573282033,110,5,25,0.0
17246,573284037,110,47,25,0.0
17247,573284038,110,1,25,0.0
17248,573284043,110,40,25,0.0
17249,573284045,110,42,25,0.0
17250,573284053,110,6,25,0.0
17251,573284054,110,47,26,0.0
17252,573284055,110,24,25,0.0
17253,573284056,110,17,25,0.0
17254,573284057,110,25,25,0.0
17255,573284058,110,20,25,0.0
17256,573284061,110,20,25,0.0
17257,573284062,110,47,0,0.0
17258,573284064,110,24,15,0.0
17259,573284067,110,5,25,0.0
17260,573284068,110,26,25,0.0
17261,573285006,79,5,25,0.0
17262,573285008,79,24,25,0.0
17263,573323002,34,40,0,0.0
17264,573323004,34,1,0,0.0
17265,573326001,91,7,4,0.0
17266,573331002,91,2,26,0.0
17267,573331005,91,47,25,0.0
17268,573373001,104,24,25,0.0
17269,573373002,104,27,25,0.0
17270,573373003,104,35,25,0.0
17271,573374001,104,5,0,0.0
17272,573374002,104,47,18,0.0
17273,573378003,34,1,22,0.0
17274,573390001,123,1,25,0.0
17275,573390006,123,23,25,0.0
17276,573390007,123,11,25,0.0
17277,573398004,127,1,25,0.0
17278,573398012,127,47,25,0.0
17279,573400001,113,20,25,0.0
17280,573400002,113,1,25,0.0
17281,573408002,105,17,15,0.0
17282,573410001,17,12,5,0.0
17283,573410004,17,5,5,0.0
17284,573410005,17,47,5,0.0
17285,573414002,105,22,15,0.0
17286,573414005,105,5,25,0.0
17287,573415005,54,24,0,0.0
17288,573416002,60,22,0,0.0
17289,573418002,60,1,7,0.0
17290,573420001,59,1,28,0.0
17291,573421001,60,1,28,0.0
17292,573424001,113,1,25,0.0
17293,573430005,91,22,4,0.0
17294,573431001,91,42,4,0.0
17295,573432001,118,1,7,0.0
17296,573437001,104,24,27,0.0
17297,573438001,91,1,28,0.0
17298,573439001,118,42,4,0.0
17299,573442001,118,1,7,0.0
17300,573444001,91,45,4,0.0
17301,573445001,91,48,4,0.0
17302,573445003,91,5,4,0.0
17303,573445006,91,11,4,0.0
17304,573448001,83,5,26,0.0
17305,573448005,83,20,26,0.0
17306,573448006,83,5,26,0.0
17307,573448007,83,24,26,0.0
17308,573449005,95,29,11,0.0
17309,573452001,17,1,25,0.0
17310,573452002,17,11,25,0.0
17311,573452003,17,10,25,0.0
17312,573452005,17,27,25,0.0
17313,573456001,34,1,14,0.0
17314,573458001,34,5,14,0.0
17315,573459001,34,1,25,0.0
17316,573463001,113,47,25,0.0
17317,573498001,122,1,25,0.0
17318,573530003,59,17,15,0.0
17319,573530004,59,40,15,0.0
17320,573547001,25,17,9,0.0
17321,573551001,118,1,25,0.0
17322,573552001,118,1,0,0.0
17323,573560001,105,1,15,0.0
17324,573566001,118,5,0,0.0
17325,573566002,118,1,0,0.0
17326,573566004,118,1,25,0.0
17327,573595001,34,1,13,0.0
17328,573601001,91,1,0,0.0
17329,573601002,91,42,0,0.0
17330,573605002,105,5,25,0.0
17331,573605003,105,6,25,0.0
17332,573605004,105,5,25,0.0
17333,573605006,105,5,25,0.0
17334,573605007,110,5,25,0.0
17335,573605008,105,5,25,0.0
17336,573605009,105,6,25,0.0
17337,573605013,105,16,25,0.0
17338,573605014,105,2,25,0.0
17339,573605017,105,16,25,0.0
17340,573605018,105,12,25,0.0
17341,573605022,105,16,25,0.0
17342,573605023,105,5,25,0.0
17343,573605024,105,42,25,0.0
17344,573605025,105,48,25,0.0
17345,573605026,105,16,15,0.0
17346,573605027,110,47,15,0.0
17347,573608002,92,2,7,0.0
17348,573608004,92,22,7,0.0
17349,573608005,92,20,7,0.0
17350,573608006,92,2,7,0.0
17351,573608011,92,20,7,0.0
17352,573608013,92,22,7,0.0
17353,573608014,92,1,7,0.0
17354,573608015,92,5,7,0.0
17355,573609001,92,5,7,0.0
17356,573609002,92,20,7,0.0
17357,573626001,34,1,25,0.0
17358,573626002,34,20,25,0.0
17359,573626005,34,15,25,0.0
17360,573626007,34,20,25,0.0
17361,573626008,34,28,25,0.0
17362,573630002,92,2,7,0.0
17363,573631001,92,20,7,0.0
17364,573631002,92,5,7,0.0
17365,573631003,92,17,7,0.0
17366,573631004,92,22,7,0.0
17367,573631008,92,20,7,0.0
17368,573631009,92,5,7,0.0
17369,573631010,92,1,7,0.0
17370,573632001,92,2,7,0.0
17371,573635001,113,17,15,0.0
17372,573639001,113,1,9,0.0
17373,573650001,113,1,25,0.0
17374,573651001,17,47,5,0.0
17375,573651005,17,2,5,0.0
17376,573652001,110,1,25,0.0
17377,573652002,110,22,25,0.0
17378,573652003,110,10,15,0.0
17379,573652004,110,23,15,0.0
17380,573652005,110,23,15,0.0
17381,573652007,110,25,25,0.0
17382,573658004,106,2,8,0.0
17383,573665001,57,1,25,0.0
17384,573665003,57,19,25,0.0
17385,573669001,60,0,25,0.0
17386,573669002,60,5,25,0.0
17387,573677001,46,40,25,0.0
17388,573679001,11,5,15,0.0
17389,573685001,110,40,22,0.0
17390,573685002,110,22,22,0.0
17391,573695001,81,2,26,0.0
17392,573700001,127,17,0,0.0
17393,573701001,113,1,0,0.0
17394,573701003,113,17,15,0.0
17395,573704001,57,1,25,0.0
17396,573704003,57,40,26,0.0
17397,573716002,118,5,25,0.0
17398,573716005,118,47,25,0.0
17399,573716007,118,5,0,0.0
17400,573716009,118,47,26,0.0
17401,573716010,118,1,0,0.0
17402,573716011,118,24,25,0.0
17403,573716012,118,1,25,0.0
17404,573716013,118,1,25,0.0
17405,573716015,118,5,0,0.0
17406,573716016,118,5,0,0.0
17407,573716023,118,16,25,0.0
17408,573716024,118,19,25,0.0
17409,573716028,118,5,25,0.0
17410,573716033,118,19,0,0.0
17411,573716037,118,1,0,0.0
17412,573716039,118,5,26,0.0
17413,573716040,118,19,4,0.0
17414,573716046,118,23,25,0.0
17415,573716049,118,16,25,0.0
17416,573716050,118,5,25,0.0
17417,573716052,118,19,25,0.0
17418,573716053,118,47,0,0.0
17419,573716054,118,1,0,0.0
17420,573716072,118,7,0,0.0
17421,573728001,34,47,8,0.0
17422,573740003,34,1,11,0.0
17423,573740004,34,5,11,0.0
17424,573740005,34,13,11,0.0
17425,573759001,34,5,5,0.0
17426,573760001,34,1,23,0.0
17427,573773004,100,40,0,0.0
17428,573773005,100,20,0,0.0
17429,573814001,12,47,26,0.0
17430,573819001,17,47,25,0.0
17431,573830001,60,0,25,0.0
17432,573852002,25,26,25,0.0
17433,573852003,25,5,25,0.0
17434,573856001,118,7,28,0.0
17435,573856022,118,26,28,0.0
17436,573856023,118,5,28,0.0
17437,573856024,118,2,28,0.0
17438,573864001,118,5,25,0.0
17439,573864007,118,1,25,0.0
17440,573866001,123,1,25,0.0
17441,573870005,118,2,7,0.0
17442,573872001,118,7,25,0.0
17443,573872003,118,6,25,0.0
17444,573875001,91,47,26,0.0
17445,573888001,12,20,26,0.0
17446,573892001,99,1,25,0.0
17447,573929001,118,24,7,0.0
17448,573937001,118,1,25,0.0
17449,573937002,118,5,7,0.0
17450,573937003,118,20,7,0.0
17451,573937005,118,20,7,0.0
17452,573937006,118,2,25,0.0
17453,573958001,118,20,7,0.0
17454,573958002,118,1,0,0.0
17455,574051001,105,24,13,0.0
17456,574051002,105,1,13,0.0
17457,574057001,105,1,25,0.0
17458,574057002,105,47,25,0.0
17459,574057004,105,42,25,0.0
17460,574058001,25,1,25,0.0
17461,574058002,25,23,25,0.0
17462,574059002,105,5,25,0.0
17463,574060001,105,1,15,0.0
17464,574060002,105,10,25,0.0
17465,574060004,105,42,25,0.0
17466,574063001,25,1,13,0.0
17467,574063002,25,5,1,0.0
17468,574063003,25,40,13,0.0
17469,574064001,105,15,25,0.0
17470,574064002,105,40,15,0.0
17471,574066001,77,1,25,0.0
17472,574069001,105,40,15,0.0
17473,574069002,105,22,15,0.0
17474,574069004,105,7,15,0.0
17475,574069008,105,47,25,0.0
17476,574080001,59,16,0,0.0
17477,574103001,105,1,25,0.0
17478,574106001,105,1,25,0.0
17479,574106002,105,5,25,0.0
17480,574106003,105,1,11,0.0
17481,574109001,105,42,26,0.0
17482,574109010,105,5,26,0.0
17483,574109011,105,1,25,0.0
17484,574109012,105,48,25,0.0
17485,574109013,105,5,26,0.0
17486,574109014,105,1,26,0.0
17487,574109015,105,42,25,0.0
17488,574109017,105,1,26,0.0
17489,574109020,105,24,25,0.0
17490,574109021,105,11,26,0.0
17491,574109022,105,5,26,0.0
17492,574109023,105,24,26,0.0
17493,574109025,105,0,26,0.0
17494,574109026,105,20,25,0.0
17495,574109028,105,5,26,0.0
17496,574109029,105,39,26,0.0
17497,574109032,105,24,26,0.0
17498,574109035,105,1,15,0.0
17499,574109038,105,47,25,0.0
17500,574109039,105,1,26,0.0
17501,574109042,105,9,25,0.0
17502,574109043,105,30,26,0.0
17503,574109051,105,17,15,0.0
17504,574112001,105,17,15,0.0
17505,574112002,105,10,25,0.0
17506,574112005,105,47,25,0.0
17507,574112007,105,42,25,0.0
17508,574116001,25,47,20,0.0
17509,574117001,105,47,21,0.0
17510,574117006,105,24,21,0.0
17511,574119001,105,40,13,0.0
17512,574120001,105,47,13,0.0
17513,574124001,107,42,25,0.0
17514,574148002,59,6,10,0.0
17515,574150001,105,29,25,0.0
17516,574150002,105,5,10,0.0
17517,574153001,84,17,15,0.0
17518,574157001,59,5,15,0.0
17519,574168004,73,42,25,0.0
17520,574198002,99,19,25,0.0
17521,574198004,99,37,25,0.0
17522,574198005,99,1,25,0.0
17523,574198007,99,24,25,0.0
17524,574198010,99,1,25,0.0
17525,574211002,99,24,25,0.0
17526,574212001,106,1,25,0.0
17527,574226001,37,14,25,0.0
17528,574228001,17,16,25,0.0
17529,574228002,17,1,25,0.0
17530,574228003,17,47,25,0.0
17531,574243002,123,1,25,0.0
17532,574243003,123,16,25,0.0
17533,574258002,118,25,25,0.0
17534,574258003,118,24,25,0.0
17535,574258004,118,15,25,0.0
17536,574271002,34,5,26,0.0
17537,574277001,46,5,18,0.0
17538,574282001,46,5,26,0.0
17539,574282002,46,40,0,0.0
17540,574289001,118,20,21,0.0
17541,574298001,36,24,25,0.0
17542,574300001,108,27,0,0.0
17543,574304001,105,23,25,0.0
17544,574304002,105,1,25,0.0
17545,574309002,108,47,26,0.0
17546,574310001,108,21,0,0.0
17547,574312002,108,35,20,0.0
17548,574340001,105,17,15,0.0
17549,574340002,105,5,25,0.0
17550,574354002,118,1,9,0.0
17551,574399001,50,11,25,0.0
17552,574399003,50,1,25,0.0
17553,574401001,34,42,26,0.0
17554,574407001,52,22,11,0.0
17555,574424001,17,1,13,0.0
17556,574428006,118,22,25,0.0
17557,574428007,118,40,25,0.0
17558,574428009,118,26,25,0.0
17559,574454001,70,14,25,0.0
17560,574454002,70,43,25,0.0
17561,574474001,107,23,26,0.0
17562,574494002,107,15,18,0.0
17563,574500001,91,2,4,0.0
17564,574500002,91,47,25,0.0
17565,574500003,91,27,25,0.0
17566,574500004,91,24,25,0.0
17567,574520003,82,42,4,0.0
17568,574528005,118,0,25,0.0
17569,574528006,118,42,25,0.0
17570,574528007,118,5,25,0.0
17571,574528008,118,5,25,0.0
17572,574538001,54,5,25,0.0
17573,574546001,12,1,25,0.0
17574,574556001,13,24,25,0.0
17575,574583002,118,17,15,0.0
17576,574586001,12,1,25,0.0
17577,574594002,37,23,25,0.0
17578,574594003,37,11,25,0.0
17579,574605001,113,1,25,0.0
17580,574605002,113,10,25,0.0
17581,574607001,70,14,25,0.0
17582,574607002,70,43,25,0.0
17583,574675001,118,1,25,0.0
17584,574676001,95,1,28,0.0
17585,574677002,12,1,23,0.0
17586,574680001,34,1,25,0.0
17587,574681002,34,14,11,0.0
17588,574682001,34,6,23,0.0
17589,574682002,34,1,23,0.0
17590,574683001,34,1,23,0.0
17591,574684001,34,1,25,0.0
17592,574684002,34,42,25,0.0
17593,574687001,34,42,1,0.0
17594,574688003,17,47,25,0.0
17595,574689001,86,24,0,0.0
17596,574713001,37,14,25,0.0
17597,574715001,37,1,25,0.0
17598,574717001,42,19,25,0.0
17599,574717005,42,1,25,0.0
17600,574718001,105,26,25,0.0
17601,574719001,65,1,25,0.0
17602,574722001,105,29,0,0.0
17603,574723001,25,24,21,0.0
17604,574725002,105,40,11,0.0
17605,574750001,42,1,25,0.0
17606,574750002,42,42,25,0.0
17607,574750003,42,23,0,0.0
17608,574750005,42,24,25,0.0
17609,574752003,99,47,25,0.0
17610,574752004,99,17,25,0.0
17611,574752006,99,24,25,0.0
17612,574752009,99,24,25,0.0
17613,574761001,91,47,4,0.0
17614,574801003,76,15,0,0.0
17615,574804002,54,22,25,0.0
17616,574804003,54,47,25,0.0
17617,574804006,54,42,25,0.0
17618,574874002,82,1,0,0.0
17619,574874003,82,5,0,0.0
17620,574874004,82,5,0,0.0
17621,574874006,82,5,0,0.0
17622,574984001,12,17,9,0.0
17623,574986003,37,40,25,0.0
17624,574987001,105,20,25,0.0
17625,574987003,105,5,25,0.0
17626,574987004,105,21,25,0.0
17627,575001001,70,14,25,0.0
17628,575001002,70,43,25,0.0
17629,575004001,85,14,25,0.0
17630,575004002,85,43,25,0.0
17631,575004005,85,12,25,0.0
17632,575074001,121,1,25,0.0
17633,575132001,60,16,25,0.0
17634,575132002,60,1,25,0.0
17635,575141001,113,1,26,0.0
17636,575141002,113,8,26,0.0
17637,575141004,113,1,25,0.0
17638,575141005,113,47,25,0.0
17639,575151001,70,1,25,0.0
17640,575154001,118,1,0,0.0
17641,575154002,118,16,0,0.0
17642,575156001,110,47,0,0.0
17643,575156002,110,47,0,0.0
17644,575156003,110,24,25,0.0
17645,575156004,110,47,26,0.0
17646,575156005,110,11,0,0.0
17647,575156006,110,24,26,0.0
17648,575156007,110,24,26,0.0
17649,575156008,110,47,25,0.0
17650,575156009,110,1,25,0.0
17651,575156010,110,28,25,0.0
17652,575156013,110,5,25,0.0
17653,575156014,110,9,25,0.0
17654,575156016,110,41,8,0.0
17655,575156017,110,24,25,0.0
17656,575156018,110,40,25,0.0
17657,575156019,110,1,8,0.0
17658,575156025,110,24,25,0.0
17659,575156026,110,47,18,0.0
17660,575156027,110,40,18,0.0
17661,575156031,110,1,18,0.0
17662,575156033,110,40,18,0.0
17663,575158001,82,20,26,0.0
17664,575172001,118,1,25,0.0
17665,575172002,118,1,0,0.0
17666,575172003,118,1,26,0.0
17667,575172005,118,47,4,0.0
17668,575178006,118,5,26,0.0
17669,575182001,37,11,25,0.0
17670,575208001,46,21,0,0.0
17671,575208002,46,24,25,0.0
17672,575214003,60,1,25,0.0
17673,575214004,60,19,25,0.0
17674,575236001,118,0,25,0.0
17675,575238001,86,7,25,0.0
17676,575238006,86,5,25,0.0
17677,575293001,118,5,25,0.0
17678,575293002,118,0,25,0.0
17679,575293006,118,1,25,0.0
17680,575316003,65,1,5,0.0
17681,575316007,65,6,25,0.0
17682,575316013,65,1,21,0.0
17683,575324001,107,27,25,0.0
17684,575338001,73,17,25,0.0
17685,575338005,73,20,25,0.0
17686,575338012,73,24,25,0.0
17687,575339001,73,35,25,0.0
17688,575343001,71,24,0,0.0
17689,575347003,100,1,25,0.0
17690,575347005,100,27,25,0.0
17691,575347009,100,47,25,0.0
17692,575347010,100,47,15,0.0
17693,575347011,100,5,25,0.0
17694,575347014,100,47,25,0.0
17695,575353001,73,23,22,0.0
17696,575373004,61,5,26,0.0
17697,575442001,118,45,13,0.0
17698,575447004,123,1,15,0.0
17699,575447005,123,5,25,0.0
17700,575447008,123,1,25,0.0
17701,575451001,118,5,15,0.0
17702,575456002,92,5,13,0.0
17703,575456004,92,5,13,0.0
17704,575456006,92,11,13,0.0
17705,575460001,11,40,25,0.0
17706,575460006,11,11,25,0.0
17707,575460008,11,11,25,0.0
17708,575460009,11,23,25,0.0
17709,575460010,11,49,25,0.0
17710,575461001,11,5,15,0.0
17711,575464001,105,1,25,0.0
17712,575464004,105,47,25,0.0
17713,575466001,25,22,15,0.0
17714,575466003,25,29,25,0.0
17715,575471001,11,45,13,0.0
17716,575473001,11,32,4,0.0
17717,575482001,91,16,0,0.0
17718,575487001,92,2,7,0.0
17719,575487002,92,20,9,0.0
17720,575487005,92,24,25,0.0
17721,575488001,34,35,26,0.0
17722,575488002,34,20,21,0.0
17723,575488003,34,47,0,0.0
17724,575490001,92,20,9,0.0
17725,575493001,118,9,25,0.0
17726,575494001,59,29,1,0.0
17727,575494003,59,42,1,0.0
17728,575495001,118,5,26,0.0
17729,575495003,118,1,0,0.0
17730,575495005,118,1,25,0.0
17731,575495008,118,5,0,0.0
17732,575495009,118,1,0,0.0
17733,575496004,118,5,0,0.0
17734,575496005,118,1,25,0.0
17735,575501001,118,16,25,0.0
17736,575501003,118,1,25,0.0
17737,575519001,105,17,10,0.0
17738,575519003,105,5,10,0.0
17739,575521002,110,27,15,0.0
17740,575521003,110,5,10,0.0
17741,575521004,110,42,5,0.0
17742,575522002,118,1,22,0.0
17743,575522005,118,1,5,0.0
17744,575522006,118,5,22,0.0
17745,575522008,118,5,0,0.0
17746,575523001,118,22,15,0.0
17747,575523002,118,5,15,0.0
17748,575523003,118,5,26,0.0
17749,575523012,118,22,15,0.0
17750,575524001,118,5,15,0.0
17751,575526001,110,2,25,0.0
17752,575527003,105,5,15,0.0
17753,575527009,105,17,22,0.0
17754,575528001,110,17,10,0.0
17755,575528002,110,1,10,0.0
17756,575529001,105,21,26,0.0
17757,575529002,105,5,26,0.0
17758,575529005,105,5,26,0.0
17759,575529006,105,5,26,0.0
17760,575529007,105,5,26,0.0
17761,575529008,105,42,26,0.0
17762,575530002,59,5,0,0.0
17763,575533001,110,22,10,0.0
17764,575533002,110,30,10,0.0
17765,575533003,110,5,22,0.0
17766,575533005,110,6,22,0.0
17767,575533010,110,17,22,0.0
17768,575533011,110,47,10,0.0
17769,575533012,110,47,10,0.0
17770,575533013,110,2,22,0.0
17771,575533014,110,9,10,0.0
17772,575533015,110,39,10,0.0
17773,575533016,110,47,0,0.0
17774,575533017,110,47,25,0.0
17775,575533019,110,47,10,0.0
17776,575534001,118,17,0,0.0
17777,575535007,110,42,26,0.0
17778,575535008,110,47,26,0.0
17779,575537002,59,15,9,0.0
17780,575542001,118,1,25,0.0
17781,575542002,118,16,25,0.0
17782,575542003,118,1,0,0.0
17783,575542004,118,31,0,0.0
17784,575542005,118,31,0,0.0
17785,575542007,118,5,25,0.0
17786,575542011,118,29,0,0.0
17787,575542014,118,6,25,0.0
17788,575579001,60,16,25,0.0
17789,575605001,110,24,25,0.0
17790,575630001,9,1,25,0.0
17791,575673001,65,1,25,0.0
17792,575714001,5,4,25,0.0
17793,575726001,105,17,0,0.0
17794,575744001,60,11,13,0.0
17795,575769001,60,1,25,0.0
17796,575769002,60,16,25,0.0
17797,575819001,73,14,25,0.0
17798,575836001,121,1,25,0.0
17799,575836002,121,0,25,0.0
17800,575839001,34,1,0,0.0
17801,575839002,34,1,0,0.0
17802,575839003,34,47,4,0.0
17803,575839004,34,48,0,0.0
17804,575839010,34,6,25,0.0
17805,575839012,34,1,25,0.0
17806,575851001,37,14,25,0.0
17807,575862001,17,47,25,0.0
17808,575862002,17,1,25,0.0
17809,575916001,74,1,25,0.0
17810,575923001,5,1,25,0.0
17811,575942004,89,2,25,0.0
17812,575944001,8,8,25,0.0
17813,575944002,8,1,25,0.0
17814,575955003,42,1,25,0.0
17815,575957001,12,2,26,0.0
17816,575960002,91,29,25,0.0
17817,575974001,95,7,25,0.0
17818,576050001,25,17,15,0.0
17819,576050002,25,0,15,0.0
17820,576058001,121,1,25,0.0
17821,576093001,99,47,25,0.0
17822,576097001,34,5,25,0.0
17823,576098001,60,1,20,0.0
17824,576104001,12,1,0,0.0
17825,576104002,12,35,25,0.0
17826,576104005,12,1,4,0.0
17827,576107001,110,47,10,0.0
17828,576107002,110,17,10,0.0
17829,576112001,127,36,23,0.0
17830,576117001,127,1,25,0.0
17831,576128001,60,16,25,0.0
17832,576129001,60,19,4,0.0
17833,576130001,60,16,25,0.0
17834,576134001,46,48,0,0.0
17835,576134002,46,17,22,0.0
17836,576144001,105,22,15,0.0
17837,576144002,105,4,15,0.0
17838,576146001,86,22,15,0.0
17839,576156001,60,1,21,0.0
17840,576168002,61,20,3,0.0
17841,576169001,105,47,26,0.0
17842,576174002,118,40,25,0.0
17843,576202003,123,40,25,0.0
17844,576202004,123,47,25,0.0
17845,576218001,105,1,25,0.0
17846,576222001,118,1,25,0.0
17847,576224003,12,1,0,0.0
17848,576224004,12,1,25,0.0
17849,576224005,12,1,8,0.0
17850,576229001,12,47,9,0.0
17851,576232001,105,1,25,0.0
17852,576234001,105,1,25,0.0
17853,576244002,107,27,25,0.0
17854,576262001,105,16,25,0.0
17855,576262002,105,5,25,0.0
17856,576262003,105,11,25,0.0
