UserIndex,ItemIndex,Label
17714,3979,1
17714,73,1
17715,299,1
17716,44659,1
17716,1508,1
17716,238,1
17717,180,1
17717,46322,1
17717,27181,1
17719,41205,1
17719,8400,1
17719,18523,1
17719,19813,1
17719,45359,1
17719,10543,1
17719,46324,1
17720,39010,1
17720,1534,1
17720,1533,1
17720,14592,1
17720,1532,1
17724,24763,1
17724,34799,1
17724,14815,1
17724,39391,1
17724,25318,1
17724,20200,1
17725,13083,1
17725,2228,1
17725,53602,1
17725,37851,1
17725,2239,1
17725,24228,1
17725,39394,1
17725,28817,1
17725,42647,1
17725,20933,1
17725,18365,1
17726,17171,1
17726,20481,1
17726,20481,1
17726,20481,1
17726,19549,1
17726,17169,1
17726,17169,1
17726,14461,1
17727,19550,1
17727,19549,1
17727,8545,1
17728,4136,1
17728,7531,1
17729,39150,1
17729,48225,1
17729,21472,1
17729,53130,1
17729,38383,1
17729,31453,1
17729,38457,1
17729,43616,1
17729,30575,1
17729,17167,1
17732,9797,1
17732,9798,1
17733,12263,1
17733,32571,1
17734,22642,1
17734,42188,1
17734,6308,1
17734,40743,1
17734,47429,1
17736,43708,1
17743,13134,1
17748,35673,1
17748,35673,1
17748,35673,1
17749,32506,1
17751,9076,1
17751,37850,1
17751,36117,1
17753,15428,1
17754,36206,1
17754,36425,1
17754,24732,1
17756,24961,1
17760,46617,1
17760,46617,1
17760,31708,1
17760,36642,1
17760,36642,1
17760,44469,1
17761,39185,1
17761,17412,1
17761,6679,1
17761,6664,1
17761,12290,1
17761,6661,1
17761,17397,1
17761,6685,1
17761,12276,1
17762,43560,1
17762,43560,1
17762,43560,1
17762,18976,1
17765,32652,1
17765,32652,1
17768,6481,1
17768,14096,1
17768,24857,1
17768,18805,1
17769,23978,1
17770,14275,1
17771,97,1
17771,4263,1
17771,2239,1
17771,12617,1
17772,11325,1
17777,7901,1
17777,3466,1
17778,3511,1
17778,52397,1
17778,24227,1
17780,39574,1
17783,17893,1
17783,16159,1
17783,10540,1
17783,25829,1
17783,27921,1
17783,19546,1
17783,53343,1
17783,14461,1
17784,19285,1
17784,45865,1
17784,52397,1
17787,31225,1
17787,8670,1
17787,51792,1
17787,4263,1
17787,33865,1
17787,39713,1
17787,17942,1
17787,37219,1
17787,49,1
17788,32525,1
17790,6081,1
17790,39888,1
17790,33929,1
17791,1214,1
17794,19506,1
17794,16482,1
17794,2603,1
17794,16475,1
17794,19596,1
17798,1439,1
17803,43908,1
17804,43122,1
17804,43122,1
17804,42646,1
17804,618,1
17806,46318,1
17807,27613,1
17807,46086,1
17807,46091,1
17807,46087,1
17807,48569,1
17812,29454,1
17812,35211,1
17812,2217,1
17812,18712,1
17812,22541,1
17812,32390,1
17812,27801,1
17812,40953,1
17814,18965,1
17814,18965,1
17814,16010,1
17814,20479,1
17815,40569,1
17815,3085,1
17815,7743,1
17816,9669,1
17817,33986,1
17817,2303,1
17817,46325,1
17817,40305,1
17817,1661,1
17817,26281,1
17817,25896,1
17817,6720,1
17817,16417,1
17817,2242,1
17817,3113,1
17817,31897,1
17817,43485,1
17817,47031,1
17817,45873,1
17818,40199,1
17822,39288,1
17822,39283,1
17823,41202,1
17823,39874,1
17823,16029,1
17823,46325,1
17823,41165,1
17823,41166,1
17823,2242,1
17825,22323,1
17825,22323,1
17825,30716,1
17825,34014,1
17825,25468,1
17825,38914,1
17825,30718,1
17825,30718,1
17825,39835,1
17825,12650,1
17825,48897,1
17825,23241,1
17825,23241,1
17827,17119,1
17830,24077,1
17830,30107,1
17830,30110,1
17835,3755,1
17835,15774,1
17838,8733,1
17838,4225,1
17838,1892,1
17840,18611,1
17841,10777,1
17841,12581,1
17841,25162,1
17842,39708,1
17843,16031,1
17843,16028,1
17843,16023,1
17843,8670,1
17843,8665,1
17843,16008,1
17846,36641,1
17846,32953,1
17846,36639,1
17847,38555,1
17847,14279,1
17847,20944,1
17847,14305,1
17847,47461,1
17847,27053,1
17847,39859,1
17847,22654,1
17847,42800,1
17847,10338,1
17847,34957,1
17847,38554,1
17847,3126,1
17847,38557,1
17851,32953,1
17851,37140,1
17852,17411,1
17852,49099,1
17852,43238,1
17853,42103,1
17853,38192,1
17853,14270,1
17853,19029,1
17854,40305,1
17854,14277,1
17857,23837,1
17858,24221,1
17858,1078,1
17859,41835,1
17863,6661,1
17865,2231,1
17865,2246,1
17867,7822,1
17867,42895,1
17867,43249,1
17867,43249,1
17867,43249,1
17867,43249,1
17867,15755,1
17867,15755,1
17867,15755,1
17867,15755,1
17867,43250,1
17867,25526,1
17867,25526,1
17867,25526,1
17867,40360,1
17867,10064,1
17867,10064,1
17867,43248,1
17867,43248,1
17867,43248,1
17867,43248,1
17867,27921,1
17867,20481,1
17868,15865,1
17868,15865,1
17868,17309,1
17868,28325,1
17868,17376,1
17868,32758,1
17868,20922,1
17868,20922,1
17868,22335,1
17868,30877,1
17868,25071,1
17868,35683,1
17868,25072,1
17868,12880,1
17868,13453,1
17868,14128,1
17868,14980,1
17868,16283,1
17868,28324,1
17868,17380,1
17868,17044,1
17868,17044,1
17868,35999,1
17868,35999,1
17868,30876,1
17868,17910,1
17868,13472,1
17868,17115,1
17868,5905,1
17870,32300,1
17871,6322,1
17871,10013,1
17871,10013,1
17876,6686,1
17876,47436,1
17876,41203,1
17880,42005,1
17880,207,1
17880,42900,1
17880,27800,1
17880,38383,1
17880,44092,1
17882,31352,1
17883,38426,1
17884,38857,1
17885,4479,1
17885,42245,1
17886,2256,1
17886,2257,1
17886,36682,1
17887,46987,1
17887,36659,1
17888,34458,1
17888,36836,1
17888,22,1
17888,22709,1
17888,19289,1
17888,26297,1
17888,3630,1
17888,10131,1
17888,21878,1
17888,34457,1
17888,3744,1
17888,3744,1
17888,336,1
17888,32655,1
17888,4500,1
17888,36825,1
17888,3951,1
17888,21880,1
17888,10129,1
17888,3629,1
17888,2740,1
17888,1445,1
17888,6376,1
17888,1451,1
17888,21887,1
17889,29652,1
17891,34189,1
17891,34189,1
17893,14829,1
17893,31639,1
17895,29724,1
17895,29724,1
17895,12260,1
17897,46324,1
17897,45589,1
17897,44238,1
17897,46322,1
17897,43797,1
17897,19029,1
17901,42585,1
17902,19199,1
17902,23591,1
17902,23622,1
17902,23622,1
17903,21250,1
17903,39693,1
17903,47812,1
17904,56603,1
17904,56604,1
17905,16029,1
17905,16014,1
17905,24553,1
17906,39248,1
17906,6139,1
17906,50814,1
17906,33563,1
17906,29648,1
17906,40648,1
17906,44770,1
17906,27458,1
17906,27461,1
17906,17487,1
17910,21123,1
17911,10310,1
17911,24867,1
17911,12753,1
17912,42415,1
17912,42414,1
17912,25895,1
17915,2256,1
17915,17486,1
17915,31699,1
17917,35369,1
17921,22133,1
17921,33561,1
17923,48048,1
17924,11583,1
17924,2034,1
17924,23933,1
17924,17287,1
17924,31610,1
17924,32730,1
17924,4203,1
17924,23254,1
17924,23254,1
17924,30944,1
17924,17391,1
17924,26774,1
17924,26775,1
17924,18931,1
17924,32230,1
17924,5105,1
17924,2003,1
17924,17804,1
17924,23256,1
17924,27066,1
17924,33796,1
17924,23269,1
17924,30184,1
17924,19455,1
17927,37923,1
17928,49471,1
17929,524,1
17929,524,1
17929,19810,1
17929,19810,1
17931,26776,1
17931,24843,1
17931,27384,1
17931,31334,1
17932,21806,1
17932,10349,1
17932,7812,1
17932,17688,1
17932,5905,1
17932,27989,1
17932,14741,1
17932,27995,1
17932,30218,1
17932,30220,1
17934,39151,1
17935,4034,1
17935,3771,1
17939,29631,1
17940,30876,1
17941,32445,1
17941,42646,1
17942,40069,1
17942,39398,1
17944,38277,1
17944,38276,1
17944,31886,1
17944,31886,1
17944,17376,1
17950,10010,1
17950,33155,1
17950,41617,1
17950,33157,1
17951,46087,1
17952,46325,1
17952,28394,1
17952,14269,1
17952,46322,1
17958,14261,1
17958,14260,1
17959,37434,1
17959,42107,1
17959,24857,1
17959,56572,1
17959,57610,1
17959,23908,1
17959,39863,1
17959,22560,1
17959,43061,1
17959,44488,1
17959,40736,1
17959,39854,1
17960,612,1
17961,17694,1
17965,38300,1
17965,38300,1
17965,31276,1
17965,30143,1
17965,30143,1
17965,27484,1
17965,27484,1
17965,17485,1
17965,27483,1
17965,27483,1
17965,5832,1
17965,5832,1
17967,43061,1
17968,1492,1
17968,24581,1
17968,40798,1
17968,22656,1
17968,13770,1
17968,24579,1
17968,24579,1
17969,14260,1
17969,14260,1
17969,23837,1
17969,14278,1
17969,14278,1
17975,16731,1
17975,10065,1
17984,19337,1
17984,50849,1
17984,46325,1
17984,39464,1
17984,40564,1
17984,47015,1
17985,36600,1
17986,28624,1
17989,17117,1
17989,2761,1
17989,46324,1
17991,6661,1
17991,6661,1
17991,16013,1
17991,6664,1
17991,47443,1
17991,16028,1
17991,40743,1
17993,37114,1
17993,37385,1
17993,37894,1
17995,38084,1
17995,25320,1
17995,33547,1
17998,34819,1
18001,14314,1
18001,14314,1
18005,9919,1
18006,10532,1
18006,5594,1
18007,46324,1
18007,44430,1
18007,35079,1
18010,29718,1
18010,4457,1
18010,34010,1
18010,29712,1
18012,3727,1
18012,8405,1
18013,5389,1
18013,41186,1
18013,19596,1
18015,25552,1
18016,28863,1
18016,28864,1
18016,26559,1
18016,41247,1
18016,3363,1
18016,42479,1
18017,3901,1
18019,38580,1
18020,33845,1
18020,13893,1
18020,20879,1
18020,4464,1
18021,19947,1
18021,34865,1
18022,46947,1
18022,20724,1
18022,16718,1
18022,27461,1
18022,46107,1
18024,25171,1
18024,16924,1
18024,12810,1
18024,12810,1
18024,23766,1
18024,24668,1
18024,28145,1
18024,14128,1
18024,3593,1
18024,18933,1
18024,49682,1
18024,49682,1
18024,27473,1
18024,38283,1
18024,417,1
18024,650,1
18024,21929,1
18024,41245,1
18025,31242,1
18025,24287,1
18028,38580,1
18028,40615,1
18029,30563,1
18029,36580,1
18029,15464,1
18030,14096,1
18030,14096,1
18030,24857,1
18030,24857,1
18031,16440,1
18031,20969,1
18031,3326,1
18031,13857,1
18031,27989,1
18031,16569,1
18031,27988,1
18031,17689,1
18031,16441,1
18033,32941,1
18036,9246,1
18036,18411,1
18036,4242,1
18038,40736,1
18038,40736,1
18038,41203,1
18038,41203,1
18039,13453,1
18039,14453,1
18039,4242,1
18039,2928,1
18039,16723,1
18039,35540,1
18041,37401,1
18041,393,1
18043,20848,1
18045,39562,1
18049,48214,1
18049,48214,1
18053,1020,1
18053,30616,1
18053,30621,1
18056,15475,1
18056,16087,1
18056,20024,1
18056,41533,1
18057,45330,1
18057,42878,1
18057,56602,1
18058,29952,1
18058,221,1
18058,18306,1
18058,158,1
18058,157,1
18058,32819,1
18058,25859,1
18058,45873,1
18058,8666,1
18059,39877,1
18062,39850,1
18062,39248,1
18062,24976,1
18064,42767,1
18064,35995,1
18064,56588,1
18067,46948,1
18068,34231,1
18071,30868,1
18071,14956,1
18071,29444,1
18073,10309,1
18078,19341,1
18079,16324,1
18084,14260,1
18084,14266,1
18087,2263,1
18087,49198,1
18089,33661,1
18091,14953,1
18091,25417,1
18091,25417,1
18091,14955,1
18091,25743,1
18092,7528,1
18092,7528,1
18094,46325,1
18094,46325,1
18094,18061,1
18094,18061,1
18094,46324,1
18094,46324,1
18096,39861,1
18096,41164,1
18097,16353,1
18098,33179,1
18098,39285,1
18100,43078,1
18100,41640,1
18106,18108,1
18107,25759,1
18107,17411,1
18107,32285,1
18109,10701,1
18109,10701,1
18110,2212,1
18110,39464,1
18110,39463,1
18110,39463,1
18111,39387,1
18111,40735,1
18111,43439,1
18111,46323,1
18111,39854,1
18111,33178,1
18111,28096,1
18111,33155,1
18111,33155,1
18112,17309,1
18112,32142,1
18112,29444,1
18113,2257,1
18113,33162,1
18113,2260,1
18116,51440,1
18116,8171,1
18116,8666,1
18116,47637,1
18116,47637,1
18116,13680,1
18118,45873,1
18118,45873,1
18118,56079,1
18118,56079,1
18118,14104,1
18118,33831,1
18118,42638,1
18118,42638,1
18118,42638,1
18118,56078,1
18118,56078,1
18119,27766,1
18119,12266,1
18119,53417,1
18121,40904,1
18122,16097,1
18122,39308,1
18122,4085,1
18127,3643,1
18127,33403,1
18127,28401,1
18127,5414,1
18128,25471,1
18129,33038,1
18130,14961,1
18130,31151,1
18130,21422,1
18130,14220,1
18131,28851,1
18133,48225,1
18133,48225,1
18134,33157,1
18137,28415,1
18137,25471,1
18137,43710,1
18137,42472,1
18137,6147,1
18137,27623,1
18139,10321,1
18139,10305,1
18140,56,1
18140,37129,1
18142,42883,1
18142,26311,1
18142,26744,1
18144,28988,1
18145,8015,1
18149,31744,1
18149,33377,1
18149,46638,1
18149,45740,1
18150,183,1
18151,6664,1
18151,6679,1
18151,6672,1
18151,6672,1
18153,7605,1
18155,34230,1
18156,32274,1
18156,32272,1
18156,30874,1
18156,15833,1
18158,4133,1
18158,2159,1
18158,2546,1
18158,32587,1
18158,11620,1
18158,7156,1
18158,2157,1
18158,2867,1
18158,11614,1
18158,37879,1
18159,46325,1
18159,46323,1
18159,46322,1
18162,40985,1
18163,47432,1
18163,45364,1
18163,12744,1
18164,39899,1
18164,14277,1
18166,7886,1
18170,24868,1
18170,39920,1
18170,25527,1
18170,6141,1
18170,20928,1
18170,22642,1
18170,39854,1
18170,40048,1
18170,2233,1
18170,2238,1
18170,20937,1
18170,22645,1
18170,22644,1
18170,39850,1
18170,38332,1
18170,46780,1
18170,24857,1
18170,24857,1
18172,9956,1
18172,39863,1
18172,38464,1
18172,47432,1
18172,12790,1
18172,32820,1
18175,37938,1
18175,40615,1
18175,45873,1
18176,17412,1
18176,20935,1
18176,46782,1
18176,36853,1
18176,25887,1
18177,3799,1
18178,17990,1
18178,32527,1
18178,8375,1
18178,16255,1
18178,32116,1
18178,9424,1
18178,25929,1
18178,25929,1
18178,27606,1
18178,21118,1
18178,14249,1
18178,13084,1
18178,31773,1
18178,24725,1
18178,30266,1
18178,16756,1
18178,16756,1
18178,24728,1
18185,45766,1
18185,45766,1
18185,45767,1
18185,45767,1
18185,47912,1
18185,31567,1
18185,44647,1
18185,44647,1
18187,20934,1
18187,20936,1
18191,32672,1
18191,10739,1
18195,25875,1
18195,26030,1
18195,347,1
18195,49931,1
18196,31988,1
18196,42017,1
18197,2160,1
18199,41081,1
18200,47621,1
18200,27075,1
18202,14961,1
18202,34609,1
18202,32033,1
18202,32033,1
18202,13749,1
18202,979,1
18204,40737,1
18204,41121,1
18204,37889,1
18204,17173,1
18204,40736,1
18204,2248,1
18205,39852,1
18205,12263,1
18205,31566,1
18205,44488,1
18205,41863,1
18206,16025,1
18206,18328,1
18206,28136,1
18206,47436,1
18206,32820,1
18206,30100,1
18206,32815,1
18206,24861,1
18206,12287,1
18206,33663,1
18206,18327,1
18206,39639,1
18208,14975,1
18211,19930,1
18214,10309,1
18215,17173,1
18215,42159,1
18216,42079,1
18216,31723,1
18216,17146,1
18216,34189,1
18216,34189,1
18216,17145,1
18216,46323,1
18216,46323,1
18218,39875,1
18219,45587,1
18220,141,1
18221,34010,1
18222,10021,1
18223,9136,1
18223,30003,1
18225,39580,1
18225,39464,1
18225,40564,1
18226,16789,1
18226,16798,1
18228,47426,1
18228,47430,1
18229,9948,1
18229,8079,1
18229,17448,1
18229,46325,1
18229,46325,1
18229,33155,1
18229,33155,1
18230,44770,1
18233,41696,1
18233,39920,1
18233,10337,1
18234,10011,1
18234,29718,1
18234,32483,1
18235,18678,1
18235,18677,1
18237,8670,1
18238,12615,1
18238,39464,1
18239,37085,1
18241,23978,1
18241,11584,1
18241,33846,1
18241,217,1
18242,49688,1
18242,41164,1
18242,41167,1
18243,3113,1
18243,12605,1
18243,38426,1
18243,12618,1
18243,4188,1
18243,39861,1
18243,39862,1
18244,32690,1
18245,23142,1
18245,32160,1
18245,5994,1
18245,23138,1
18247,35619,1
18247,33156,1
18249,33377,1
18249,43929,1
18252,39877,1
18253,36361,1
18253,42092,1
18253,22559,1
18253,22559,1
18253,39953,1
18253,39953,1
18253,45614,1
18253,45740,1
18253,41684,1
18253,42883,1
18254,33667,1
18254,37938,1
18254,27099,1
18256,42106,1
18256,17172,1
18256,36331,1
18256,36329,1
18257,38945,1
18258,26508,1
18258,26508,1
18263,20667,1
18263,31467,1
18263,13188,1
18263,23883,1
18265,17486,1
18265,17483,1
18265,35322,1
18266,42245,1
18266,3048,1
18266,31668,1
18267,16928,1
18267,16930,1
18267,33509,1
18268,4923,1
18272,30865,1
18272,28676,1
18272,49399,1
18272,30861,1
18272,3400,1
18272,7757,1
18273,39875,1
18273,46318,1
18273,39861,1
18273,9801,1
18273,9793,1
18273,39874,1
18273,36117,1
18273,39850,1
18277,44238,1
18280,197,1
18280,198,1
18282,34714,1
18284,43134,1
18284,9271,1
18284,17412,1
18284,17412,1
18284,23487,1
18284,38555,1
18284,38879,1
18284,37756,1
18284,1100,1
18284,8236,1
18284,6308,1
18284,36788,1
18284,53602,1
18284,44251,1
18284,44251,1
18284,18314,1
18284,7773,1
18284,24718,1
18284,39920,1
18284,37755,1
18284,6311,1
18284,24716,1
18284,6085,1
18284,46995,1
18284,11640,1
18284,39919,1
18290,40697,1
18290,12750,1
18290,29711,1
18290,17729,1
18292,34230,1
18292,34230,1
18293,43799,1
18293,55606,1
18293,44468,1
18293,5905,1
18293,198,1
18296,2244,1
18296,2242,1
18297,41997,1
18297,46324,1
18299,41201,1
18302,18032,1
18303,23262,1
18305,14273,1
18305,42048,1
18306,17005,1
18307,34609,1
18307,34488,1
18309,23014,1
18310,42103,1
18311,28394,1
18311,3520,1
18311,16010,1
18311,6252,1
18311,16011,1
18311,38569,1
18311,39391,1
18311,44220,1
18312,44039,1
18312,40615,1
18312,43168,1
18312,17413,1
18313,41201,1
18313,41201,1
18314,17397,1
18314,48318,1
18314,17485,1
18314,17403,1
18315,13170,1
18315,40031,1
18316,15753,1
18316,15753,1
18317,12965,1
18317,29702,1
18319,31453,1
18322,41187,1
18322,13288,1
18322,41183,1
18322,1680,1
18322,41192,1
18324,73,1
18324,4878,1
18325,28259,1
18325,28259,1
18326,42103,1
18327,26133,1
18328,38684,1
18329,40359,1
18329,32390,1
18329,14973,1
18331,44293,1
18332,37397,1
18333,29648,1
18333,19864,1
18333,39152,1
18335,31567,1
18338,38363,1
18342,12792,1
18343,20721,1
18345,22147,1
18346,34690,1
18346,34690,1
18346,34690,1
18348,28094,1
18348,45362,1
18349,18933,1
18349,18932,1
18351,32798,1
18351,26276,1
18351,26776,1
18352,40866,1
18352,17412,1
18352,25320,1
18352,30532,1
18353,47328,1
18355,28047,1
18358,34379,1
18361,42102,1
18361,42646,1
18361,46944,1
18362,43799,1
18362,15158,1
18362,37883,1
18362,40499,1
18364,29705,1
18364,16926,1
18364,19337,1
18364,9272,1
18364,52212,1
18364,29711,1
18365,4730,1
18365,36220,1
18365,36220,1
18365,29988,1
18365,29988,1
18365,34324,1
18365,34324,1
18365,15663,1
18365,15663,1
18365,36217,1
18365,36217,1
18366,4000,1
18366,32323,1
18366,17170,1
18366,27005,1
18366,31875,1
18366,17167,1
18368,3599,1
18368,3599,1
18368,31882,1
18368,31882,1
18368,41741,1
18368,41741,1
18370,31747,1
18370,40567,1
18373,33396,1
18374,45249,1
18375,40737,1
18375,40736,1
18376,22133,1
18376,40617,1
18376,44553,1
18376,28269,1
18376,40615,1
18376,42414,1
18376,25895,1
18377,27530,1
18377,31964,1
18377,27539,1
18377,19791,1
18377,28763,1
18377,27570,1
18377,36649,1
18377,28727,1
18377,28721,1
18377,31326,1
18378,25582,1
18378,14263,1
18378,14263,1
18378,33698,1
18378,33698,1
18378,18845,1
18378,25396,1
18378,28169,1
18378,46322,1
18378,2272,1
18378,2272,1
18379,24356,1
18379,24356,1
18382,39618,1
18382,46318,1
18382,46318,1
18385,35876,1
18385,39900,1
18385,27458,1
18385,10044,1
18385,33161,1
18385,23298,1
18385,30112,1
18386,39392,1
18386,39394,1
18386,39394,1
18387,10021,1
18389,24981,1
18389,41411,1
18390,19917,1
18390,20136,1
18391,47438,1
18392,40081,1
18392,29112,1
18392,40345,1
18393,33291,1
18394,40041,1
18394,40267,1
18394,40267,1
18394,40267,1
18394,40266,1
18394,40266,1
18396,12279,1
18396,29717,1
18396,33704,1
18396,12265,1
18396,42102,1
18396,29711,1
18396,24857,1
18396,42103,1
18398,21123,1
18398,21387,1
18398,12263,1
18398,22703,1
18398,22703,1
18398,22703,1
18398,10521,1
18398,13915,1
18398,45588,1
18398,45588,1
18398,21378,1
18398,21142,1
18398,21380,1
18398,16516,1
18398,32881,1
18398,21377,1
18398,31376,1
18398,31376,1
18398,16454,1
18398,18711,1
18398,984,1
18400,8580,1
18402,18936,1
18402,27987,1
18402,33034,1
18402,2160,1
18402,18935,1
18402,27997,1
18403,1093,1
18403,24856,1
18403,40980,1
18403,47431,1
18403,39859,1
18403,47429,1
18404,43657,1
18404,30898,1
18404,34999,1
18404,33189,1
18405,11791,1
18405,11791,1
18406,2245,1
18406,2228,1
18406,2229,1
18409,12309,1
18409,22749,1
18409,12310,1
18409,19285,1
18416,43036,1
18417,14263,1
18417,14260,1
18418,42646,1
18420,4312,1
18422,46106,1
18423,33928,1
18425,45765,1
18425,45767,1
18428,20082,1
18429,43787,1
18429,46943,1
18429,46943,1
18429,36639,1
18429,1221,1
18429,1221,1
18429,1221,1
18429,36641,1
18429,46325,1
18429,46325,1
18429,42638,1
18429,42638,1
18429,42638,1
18429,46945,1
18429,46945,1
18429,15322,1
18429,21910,1
18429,49198,1
18429,37855,1
18430,53116,1
18431,42086,1
18431,4942,1
18431,42703,1
18431,42703,1
18431,38282,1
18432,43,1
18432,24544,1
18436,25895,1
18437,36177,1
18438,38885,1
18441,7173,1
18441,22177,1
18443,13742,1
18443,13742,1
18443,18732,1
18443,18732,1
18443,10687,1
18443,10687,1
18443,31376,1
18443,31376,1
18443,20160,1
18443,20160,1
18443,24579,1
18443,24579,1
18443,23528,1
18443,23528,1
18443,30195,1
18444,48402,1
18444,42100,1
18448,15868,1
18448,30879,1
18448,29445,1
18448,32062,1
18450,13918,1
18450,13918,1
18450,9513,1
18450,9513,1
18450,9513,1
18450,9513,1
18450,9513,1
18450,9497,1
18450,9497,1
18450,9497,1
18452,39572,1
18452,46943,1
18455,14111,1
18455,9799,1
18456,39259,1
18460,17635,1
18460,23444,1
18460,17485,1
18460,25829,1
18460,20726,1
18460,41353,1
18460,17487,1
18460,50304,1
18460,41075,1
18461,28940,1
18462,2607,1
18463,10333,1
18463,10333,1
18463,49636,1
18463,8424,1
18463,43467,1
18463,42159,1
18463,8375,1
18463,24227,1
18463,24227,1
18463,34083,1
18463,40266,1
18463,35087,1
18465,46306,1
18466,39665,1
18467,9942,1
18468,12753,1
18468,32040,1
18468,41010,1
18469,29448,1
18470,406,1
18470,32534,1
18472,2051,1
18472,2608,1
18473,29711,1
18473,43866,1
18474,32707,1
18474,32708,1
18474,28866,1
18474,32710,1
18476,21703,1
18476,22408,1
18477,2217,1
18477,22645,1
18477,25525,1
18477,14279,1
18477,14309,1
18477,22642,1
18479,47429,1
18483,41452,1
18483,41647,1
18483,2202,1
18483,24555,1
18483,36788,1
18483,20412,1
18483,27458,1
18483,22645,1
18483,22645,1
18483,32712,1
18483,24553,1
18483,36863,1
18483,17810,1
18483,25598,1
18483,37975,1
18483,31753,1
18483,28988,1
18483,28994,1
18483,17403,1
18484,41210,1
18484,43777,1
18488,11761,1
18488,806,1
18488,2113,1
18488,38431,1
18488,27279,1
18488,35716,1
18488,23210,1
18488,9165,1
18488,9956,1
18488,9956,1
18488,33090,1
18488,33225,1
18488,17145,1
18488,52481,1
18488,15243,1
18488,29711,1
18488,40709,1
18488,46832,1
18489,14855,1
18489,31147,1
18489,31829,1
18490,13770,1
18491,22645,1
18491,10338,1
18491,43277,1
18491,3335,1
18491,334,1
18491,31518,1
18491,1249,1
18491,3329,1
18492,24227,1
18494,39012,1
18494,44092,1
18494,31429,1
18498,7605,1
18498,10309,1
18498,17173,1
18498,38455,1
18498,19062,1
18500,38277,1
18500,28328,1
18503,3587,1
18504,47226,1
18513,8610,1
18513,8610,1
18513,8666,1
18513,46322,1
18513,46322,1
18513,8662,1
18513,8665,1
18513,8665,1
18513,41207,1
18513,41207,1
18513,46325,1
18513,46325,1
18513,39863,1
18513,39863,1
18513,42646,1
18513,42646,1
18515,246,1
18515,35509,1
18516,42472,1
18520,44553,1
18521,14314,1
18521,2262,1
18521,48312,1
18521,2263,1
18521,11878,1
18522,47769,1
18522,42103,1
18522,20427,1
18523,18552,1
18523,30648,1
18523,18211,1
18523,20169,1
18524,8375,1
18524,20087,1
18526,25471,1
18526,43799,1
18526,20726,1
18526,17403,1
18527,20405,1
18527,39918,1
18527,12749,1
18527,45931,1
18529,31760,1
18529,22757,1
18531,428,1
18531,39902,1
18531,1739,1
18534,8664,1
18534,16008,1
18534,16023,1
18535,39865,1
18539,19062,1
18539,14273,1
18539,6678,1
18543,39850,1
18543,46943,1
18543,12605,1
18543,8666,1
18543,33771,1
18543,27923,1
18544,53416,1
18544,42037,1
18544,42886,1
18544,11507,1
18550,801,1
18550,801,1
18550,43852,1
18550,43852,1
18550,43852,1
18550,805,1
18550,33400,1
18550,14434,1
18550,14434,1
18551,10722,1
18551,595,1
18551,10720,1
18552,13164,1
18555,31482,1
18555,17759,1
18556,45766,1
18560,12078,1
18560,34083,1
18560,41159,1
18560,24078,1
18560,33980,1
18561,37816,1
18562,12809,1
18563,40359,1
18564,32876,1
18564,26598,1
18564,32878,1
18564,33182,1
18565,4878,1
18566,29718,1
18566,20933,1
18566,11458,1
18566,24287,1
18566,20936,1
18568,31732,1
18569,36975,1
18569,37784,1
18572,14308,1
18572,2290,1
18573,42102,1
18573,54969,1
18573,56601,1
18580,41068,1
18580,40556,1
18580,39761,1
18581,26352,1
18582,18214,1
18584,26334,1
18585,12615,1
18590,6086,1
18591,20932,1
18592,30652,1
18593,34673,1
18594,32278,1
18594,39617,1
18596,37164,1
18598,38690,1
18599,14260,1
18601,44677,1
18601,11385,1
18601,34927,1
18602,39113,1
18604,16926,1
18604,16926,1
18605,33021,1
18605,27924,1
18605,29196,1
18605,22116,1
18605,56078,1
18606,15158,1
18606,15167,1
18606,27458,1
18607,11576,1
18607,21663,1
18608,47777,1
18608,6086,1
18609,48569,1
18609,48569,1
18609,42414,1
18609,33843,1
18610,47426,1
18610,25232,1
18610,39861,1
18610,39862,1
18611,8244,1
18611,30267,1
18612,39945,1
18613,13770,1
18613,13807,1
18613,31671,1
18614,4475,1
18614,24725,1
18614,41997,1
18614,15825,1
18615,43466,1
18615,43466,1
18615,3757,1
18618,6682,1
18618,28624,1
18618,28624,1
18618,53053,1
18618,53053,1
18618,31226,1
18618,31226,1
18618,6685,1
18618,6685,1
18620,21662,1
18620,35297,1
18620,39798,1
18620,47913,1
18620,38828,1
18623,42328,1
18623,42454,1
18623,42454,1
18624,10225,1
18624,22146,1
18624,11448,1
18624,16010,1
18624,30267,1
18624,8244,1
18625,26309,1
18625,23,1
18625,26308,1
18626,28803,1
18626,49400,1
18626,33981,1
18626,4165,1
18626,28995,1
18626,934,1
18626,43909,1
18626,39660,1
18626,31373,1
18630,43375,1
18630,41043,1
18630,41044,1
18634,53593,1
18634,53594,1
18634,40303,1
18634,43086,1
18634,52397,1
18634,40306,1
18634,42129,1
18635,44620,1
18635,44620,1
18635,21378,1
18635,21378,1
18635,21378,1
18638,39973,1
18638,2242,1
18638,39561,1
18638,18588,1
18641,30577,1
18641,40858,1
18641,23589,1
18641,28592,1
18641,28589,1
18641,34617,1
18641,42002,1
18641,33037,1
18641,46322,1
18641,32284,1
18642,38799,1
18642,35243,1
18643,10309,1
18643,10311,1
18644,34522,1
18644,40239,1
18644,15157,1
18647,8337,1
18647,21806,1
18647,9334,1
18647,31376,1
18647,6720,1
